ID_Pedido,Data,Setor,Item,Valor_Unitario,Quantidade,Entidade,Status_Financeiro,Status_Logistico
302,2/27/2026,Faturamento,Memory Foam Mattress Topper,91,12,Brightbean,Pendente,Aguardando
303,5/19/2025,Faturamento,Mushrooms,21,48,Jamia,Pendente,Aguardando
304,12/24/2025,Compras,Infrared Space Heater,92,81,Abatz,Atrasado,Aguardando
305,10/25/2025,Faturamento,Compressed Towel Tablets,10,51,Topicware,Pago,Aguardando
306,10/23/2025,Faturamento,Organic Granola,41,76,Tazz,Atrasado,Entregue
307,1/12/2026,Faturamento,DIY Lip Balm Making Kit,81,62,Ntag,Pendente,Aguardando
308,1/3/2026,Faturamento,Interchangeable Watch Bands,24,30,Rhynoodle,Pago,Aguardando
309,2/28/2026,Compras,Digital Wireless Meat Thermometer,56,23,Twitterbridge,Pendente,Em Rota
310,5/26/2025,Faturamento,Premium Flashlight,46,80,Photobug,Pendente,Em Rota
311,10/21/2025,Faturamento,Tomato Basil Pasta Sauce,79,53,Quimm,Pago,Entregue
312,8/19/2025,Compras,Pretzel Bites,4,95,Lazz,Pendente,Entregue
313,1/30/2026,Faturamento,Organic Black Beans,45,82,Jaxbean,Atrasado,Em Rota
314,9/29/2025,Faturamento,Oven Thermometer,7,85,Digitube,Pago,Entregue
315,5/19/2025,Compras,Portable Bluetooth Headphones,38,50,Fiveclub,Pago,Entregue
316,12/3/2025,Compras,Oven Thermometer,15,93,Edgetag,Atrasado,Aguardando
317,1/28/2026,Compras,Cheddar & Bacon Potato Skins,59,85,Brightdog,Pendente,Entregue
318,6/2/2025,Compras,Cauliflower Crust Pizza,100,54,Geba,Atrasado,Entregue
319,7/4/2025,Faturamento,Craft Beer Mustard,64,41,Oloo,Pendente,Aguardando
320,1/9/2026,Faturamento,Brown Sugar,69,44,Skipstorm,Atrasado,Aguardando
321,7/22/2025,Compras,Sliced Provolone Cheese,39,41,Livefish,Atrasado,Entregue
322,12/24/2025,Faturamento,Decorative Wall Tapestry,68,100,Camido,Atrasado,Entregue
323,2/15/2026,Faturamento,Wireless Charger,94,59,Teklist,Pendente,Aguardando
324,7/4/2025,Faturamento,Organic Quinoa Chips,67,61,Topicshots,Atrasado,Entregue
325,6/7/2025,Compras,Smart Doorbell,37,98,Topicblab,Atrasado,Entregue
326,6/30/2025,Compras,Pumpkin Puree,74,64,Yamia,Pago,Aguardando
327,12/28/2025,Compras,Bicycle Repair Kit,31,64,Fadeo,Atrasado,Entregue
328,6/25/2025,Compras,Asian Stir-Fry Kit,55,45,Shufflebeat,Pago,Entregue
329,12/1/2025,Faturamento,Pet Carrier,40,72,Voonder,Pago,Entregue
330,8/30/2025,Faturamento,Personal Blender with Travel Lid,37,67,Youbridge,Pago,Em Rota
331,4/18/2026,Compras,Jump Rope with Counter,99,31,Feedbug,Pago,Aguardando
332,12/1/2025,Compras,Juice Extractor,77,4,Innojam,Pendente,Aguardando
333,7/5/2025,Faturamento,Kids' Craft Supplies Set,11,10,Skaboo,Pendente,Aguardando
334,12/3/2025,Compras,Oven Thermometer,3,16,Voonder,Atrasado,Em Rota
335,7/20/2025,Faturamento,Legging Pants,82,22,Skivee,Atrasado,Em Rota
336,8/22/2025,Compras,Tea Set with Infuser,21,15,Topicstorm,Atrasado,Aguardando
337,8/10/2025,Compras,Eco-Friendly Notepad,81,65,Oodoo,Pendente,Em Rota
338,12/10/2025,Compras,Fettuccine Alfredo Dinner Kit,27,70,Centidel,Pago,Aguardando
339,2/9/2026,Faturamento,Sriracha Chili Sauce,25,15,Quinu,Atrasado,Aguardando
340,7/17/2025,Compras,Fitness Jump Rope with LCD Counter,12,46,Topiclounge,Pago,Entregue
341,11/27/2025,Faturamento,Stainless Steel BBQ Grill Set,96,39,Bubblemix,Pendente,Em Rota
342,3/31/2026,Faturamento,Eggs (dozen),51,43,Twitterlist,Pendente,Entregue
343,9/19/2025,Faturamento,Compact Electric Kettle,3,6,Divanoodle,Pendente,Aguardando
344,3/16/2026,Faturamento,Kale Salad Kit,10,25,Brightdog,Pago,Em Rota
345,3/31/2026,Faturamento,Terry Cloth Robe,24,43,Dabvine,Pendente,Entregue
346,10/10/2025,Compras,Car Sunshade,99,22,Dabvine,Pago,Entregue
347,10/9/2025,Compras,Handmade Leather Wallet,23,26,Zooveo,Atrasado,Entregue
348,11/20/2025,Faturamento,Peanut Butter Banana Smoothie,60,3,Myworks,Pendente,Em Rota
349,3/7/2026,Compras,Sweet Cherry Tomatoes,15,72,Edgepulse,Pago,Em Rota
350,8/7/2025,Compras,Chili Lime Shrimp,18,40,Demivee,Atrasado,Em Rota
351,3/4/2026,Compras,Video Camera,91,45,Avaveo,Pendente,Aguardando
352,10/11/2025,Faturamento,Maple Pecan Pancake Mix,89,52,Oodoo,Pago,Em Rota
353,8/6/2025,Faturamento,Thai Peanut Noodles,24,7,Eazzy,Pendente,Entregue
354,7/4/2025,Faturamento,Children's Science Experiment Lab Kit,96,37,Oyoloo,Pago,Em Rota
355,6/21/2025,Faturamento,Maple Almond Butter,45,9,Bluejam,Atrasado,Entregue
356,2/23/2026,Faturamento,Mini Indoor Herb Garden Kit,80,19,Abatz,Pago,Aguardando
357,6/29/2025,Compras,Tactical Backpack,32,38,Meejo,Pendente,Entregue
358,3/1/2026,Compras,Magnetic Phone Car Mount,93,19,Roodel,Pago,Aguardando
359,7/30/2025,Compras,Outdoor Adventure Backpack,40,11,Gabcube,Pago,Aguardando
360,7/30/2025,Faturamento,Insulated Wine Tote,26,24,Babbleblab,Atrasado,Aguardando
361,11/11/2025,Faturamento,Smoked Salmon,65,8,Rhycero,Pago,Aguardando
362,5/18/2025,Compras,Cordless Water Flosser,74,48,Twitterlist,Pago,Aguardando
363,1/22/2026,Faturamento,Instant Read Meat Thermometer,50,54,Yata,Atrasado,Em Rota
364,1/28/2026,Compras,Peanut Butter,4,35,Topicware,Atrasado,Aguardando
365,10/14/2025,Faturamento,Teriyaki Stir-Fry Sauce,61,67,Kwinu,Pago,Em Rota
366,1/10/2026,Compras,Fleece Throw Blanket,95,72,Youopia,Atrasado,Aguardando
367,9/4/2025,Faturamento,Electric Air Pump,34,10,BlogXS,Pendente,Em Rota
368,7/20/2025,Compras,Potato Wedge Seasoning,86,4,Realcube,Pendente,Aguardando
369,8/15/2025,Faturamento,Organic Spinach,43,9,Centidel,Pendente,Aguardando
370,11/15/2025,Faturamento,Spicy BBQ Sauce,1,82,Quire,Atrasado,Entregue
371,1/10/2026,Faturamento,Bamboo Cutting Board Set,80,57,Kwideo,Atrasado,Aguardando
372,6/26/2025,Compras,Garden Hose Reel,44,45,Jaxnation,Pendente,Entregue
373,12/10/2025,Faturamento,Slim Wallet,26,51,Oyope,Atrasado,Entregue
374,1/28/2026,Compras,Solar Garden Lights,7,8,Shuffledrive,Atrasado,Aguardando
375,11/21/2025,Compras,Cucumber Lime Sparkling Water,76,52,Wikido,Pendente,Em Rota
376,10/10/2025,Compras,Oven-Baked Cheese Crisps,61,22,Innojam,Pendente,Aguardando
377,2/11/2026,Faturamento,Compact Pop-Up Tent,23,51,Skyba,Atrasado,Em Rota
378,1/25/2026,Compras,Acoustic Guitar,52,36,Agivu,Atrasado,Entregue
379,6/3/2025,Compras,Wireless Game Controller,49,99,Yakijo,Atrasado,Em Rota
380,6/12/2025,Faturamento,LED Flashing Pet Collar,26,64,Fivebridge,Pendente,Entregue
381,8/27/2025,Compras,Sweetened Condensed Milk,55,42,Linklinks,Atrasado,Entregue
382,9/11/2025,Compras,Garden Hoses with Expandable Features,36,13,Kimia,Atrasado,Entregue
383,12/18/2025,Compras,Handcrafted Wooden Coasters,1,96,Kimia,Atrasado,Entregue
384,12/26/2025,Compras,Sesame Oil,53,62,Buzzster,Pendente,Em Rota
385,5/19/2025,Faturamento,Baked Mac and Cheese,54,60,Ailane,Pendente,Aguardando
386,4/30/2026,Compras,Wall-Mounted Organizer,24,40,Linklinks,Pago,Em Rota
387,11/8/2025,Compras,Coconut Milk Ice Cream,35,18,Topiczoom,Atrasado,Entregue
388,2/12/2026,Faturamento,Mixed Berry Smoothie Pack,70,8,Bluejam,Pago,Aguardando
389,12/21/2025,Faturamento,Chicken Breasts,3,5,Dabtype,Pendente,Entregue
390,9/6/2025,Faturamento,Italian Pasta,92,77,Tambee,Atrasado,Entregue
391,12/3/2025,Compras,Fresh Lemons,23,91,Trilith,Atrasado,Em Rota
392,6/4/2025,Faturamento,Tea Infuser,97,18,Zoovu,Atrasado,Aguardando
393,4/24/2026,Faturamento,Peach Halves (canned),87,58,Kwilith,Pendente,Aguardando
394,12/31/2025,Faturamento,Chocolate Mint Thins,80,62,Oba,Pago,Aguardando
395,5/6/2025,Faturamento,Canvas Tote Bag,31,77,Ozu,Pendente,Aguardando
396,1/15/2026,Compras,Whole Wheat Pasta,75,30,Zooxo,Pago,Em Rota
397,11/29/2025,Compras,Rice Cakes,41,43,Shufflebeat,Pago,Aguardando
398,12/12/2025,Faturamento,Natural Fruit Snacks,10,19,Zooveo,Atrasado,Entregue
399,3/26/2026,Faturamento,Folding Table,31,46,Oodoo,Atrasado,Em Rota
400,1/30/2026,Compras,Pasta Primavera Kit,67,18,Eamia,Pendente,Entregue
401,5/5/2025,Compras,Puzzle 3D Model Kit,62,26,Agimba,Pago,Em Rota
402,7/10/2025,Faturamento,Beet Salad,91,44,Zoomdog,Atrasado,Aguardando
403,5/5/2025,Faturamento,Kids' STEM Robotics Kit,53,61,Shuffledrive,Pendente,Em Rota
404,6/23/2025,Compras,Coffee Subscription Service,47,100,Eire,Pendente,Entregue
405,1/12/2026,Compras,Comfy Slippers,2,55,Cogibox,Atrasado,Em Rota
406,5/22/2025,Faturamento,Roasted Garlic Aioli,85,45,Demizz,Atrasado,Aguardando
407,8/27/2025,Faturamento,Fridge Magnet Set,33,31,Edgepulse,Atrasado,Entregue
408,5/18/2025,Faturamento,Hot Salsa,21,96,Oyoba,Pendente,Aguardando
409,1/19/2026,Faturamento,Organic Tomato Ketchup,49,33,Dablist,Atrasado,Entregue
410,7/26/2025,Compras,Caramel Sauce,76,71,Dabvine,Pago,Em Rota
411,4/15/2026,Faturamento,Apricot Jam,33,31,Zoovu,Pendente,Aguardando
412,12/20/2025,Compras,Italian Marinara Sauce,44,25,Roomm,Pendente,Aguardando
413,10/6/2025,Faturamento,Tabletop Fire Pit,93,93,Yodel,Pendente,Em Rota
414,6/15/2025,Faturamento,Travel Mug with Leak-Proof Lid,71,90,Zoombeat,Pendente,Em Rota
415,3/26/2026,Compras,Lemon Herb Quinoa,21,24,Blognation,Pendente,Aguardando
416,3/6/2026,Compras,Baked Falafel Balls,51,63,Yotz,Pendente,Em Rota
417,8/14/2025,Faturamento,Miso Dressing,70,70,Yamia,Pago,Aguardando
418,11/23/2025,Faturamento,Pet Grooming Scissors,57,46,Youopia,Atrasado,Entregue
419,11/23/2025,Compras,Maple Breakfast Sausage,80,12,Gabvine,Pendente,Entregue
420,4/15/2026,Compras,Multi-Cooker,49,37,Flipbug,Pago,Aguardando
421,12/25/2025,Faturamento,Himalayan Pink Salt,81,42,Yodel,Pendente,Entregue
422,5/25/2025,Faturamento,Granola Cereal,42,99,Blogtag,Pendente,Em Rota
423,10/14/2025,Compras,Organic Quinoa Chips,20,21,Teklist,Atrasado,Em Rota
424,5/17/2025,Faturamento,Tropical Fruit Bowl,50,81,Skinder,Pago,Em Rota
425,8/14/2025,Compras,Biodegradable Dog Waste Bags,41,38,Voonix,Atrasado,Aguardando
426,9/22/2025,Faturamento,Peach Green Tea,84,56,Jabbercube,Pendente,Entregue
427,6/8/2025,Faturamento,Smart Scale,49,61,Avaveo,Pendente,Aguardando
428,8/30/2025,Compras,Sliced Bell Peppers,60,19,Vipe,Pendente,Em Rota
429,10/12/2025,Faturamento,Over-the-Door Shoe Organizer,9,49,Geba,Atrasado,Entregue
430,5/9/2025,Compras,Tandoori Chicken Marinade,47,39,Browsetype,Pendente,Aguardando
431,1/9/2026,Compras,Wireless Wi-Fi Extender,45,5,Oyonder,Atrasado,Em Rota
432,12/25/2025,Compras,Plant-Based Meal Prep Containers,84,79,Eazzy,Pago,Em Rota
433,8/18/2025,Faturamento,Kid's Fruit Snacks,49,45,Skinte,Pago,Em Rota
434,12/11/2025,Compras,Baked Falafel Balls,42,29,Eimbee,Pago,Aguardando
435,8/25/2025,Compras,Bicycle Lock,73,78,Omba,Pendente,Entregue
436,1/7/2026,Compras,Tea Set with Infuser,4,82,Pixonyx,Pago,Entregue
437,9/21/2025,Compras,Vintage Graphic Tee,52,64,Fadeo,Pago,Em Rota
438,1/6/2026,Faturamento,LED Camping Lantern with USB Charging,95,69,Dabvine,Pago,Entregue
439,10/15/2025,Faturamento,Smart Thermostat with Wi-Fi,38,47,Voomm,Atrasado,Aguardando
440,5/24/2025,Compras,Cordless Water Flosser,83,95,Jatri,Pago,Em Rota
441,10/27/2025,Compras,Pineapple Coconut Yogurt,41,59,Jabbersphere,Pendente,Em Rota
442,6/26/2025,Compras,Lentil Vegetable Curry,27,98,Roombo,Atrasado,Aguardando
443,12/9/2025,Compras,Cauliflower Gnocchi,90,63,Edgeblab,Atrasado,Aguardando
444,9/2/2025,Compras,Maple Chipotle Glaze,3,48,Thoughtmix,Atrasado,Entregue
445,2/2/2026,Faturamento,Water Bottle,86,37,Voonix,Atrasado,Entregue
446,2/24/2026,Faturamento,Cinnamon Roll Kit,94,59,Livepath,Atrasado,Entregue
447,1/9/2026,Faturamento,Smart Water Bottle,78,68,Yakidoo,Atrasado,Entregue
448,9/25/2025,Faturamento,Chocolate Peanut Butter Cups,34,59,Oyoyo,Pendente,Aguardando
449,12/23/2025,Compras,Garlic Herb Seasoning,57,47,Izio,Atrasado,Aguardando
450,11/22/2025,Faturamento,Dark Chocolate Covered Pretzels,70,38,Tanoodle,Atrasado,Aguardando
451,2/22/2026,Faturamento,Chocolate Chip Cookie Mix,47,58,Wikivu,Pago,Em Rota
452,2/10/2026,Faturamento,Sporty Leggings,89,3,Kwideo,Pendente,Em Rota
453,2/20/2026,Compras,Ceramic Planter Set,25,79,Roomm,Pendente,Em Rota
454,1/2/2026,Faturamento,Portable Hammock with Stand,30,60,Livetube,Pendente,Em Rota
455,11/14/2025,Compras,Wooden Blocks,5,67,Abatz,Pago,Aguardando
456,6/3/2025,Compras,Honey BBQ Ribs,70,53,Topicshots,Atrasado,Aguardando
457,11/10/2025,Compras,Coconut Cream,3,85,Leenti,Pendente,Aguardando
458,12/9/2025,Compras,Children's Educational Workbook,77,12,Tagcat,Pago,Em Rota
459,1/10/2026,Faturamento,Tailgating Set,2,26,Skippad,Pendente,Em Rota
460,6/7/2025,Faturamento,Magnetic Curtain Tiebacks,1,76,Meejo,Pago,Entregue
461,11/14/2025,Compras,Camping Tent,74,60,Wordify,Atrasado,Entregue
462,3/29/2026,Faturamento,Stainless Steel Water Pitcher,94,37,Jaxspan,Pago,Aguardando
463,2/7/2026,Compras,Skincare Fridge,85,18,Babblestorm,Pendente,Entregue
464,7/23/2025,Faturamento,Yoga Wheel,82,47,Muxo,Atrasado,Entregue
465,8/21/2025,Compras,Miso Soup Starter,71,73,Devcast,Atrasado,Entregue
466,10/18/2025,Faturamento,Wooden Kitchen Utensil Set,55,12,Yakitri,Atrasado,Em Rota
467,3/5/2026,Faturamento,Electric Heating Pad,20,22,Browsebug,Atrasado,Em Rota
468,4/14/2026,Faturamento,Organic Ramen Noodles,77,76,Tagchat,Atrasado,Entregue
469,8/22/2025,Faturamento,Radish Chips,99,30,InnoZ,Pendente,Entregue
470,12/19/2025,Faturamento,Body Wash,93,72,Realbuzz,Pendente,Aguardando
471,5/5/2025,Faturamento,Teriyaki Chicken Skewers,92,97,Izio,Pendente,Em Rota
472,3/31/2026,Faturamento,Instant Camera,11,82,Buzzshare,Pago,Em Rota
473,4/14/2026,Faturamento,Buffalo Wing Sauce,41,90,Thoughtbridge,Pago,Em Rota
474,1/6/2026,Compras,Caribbean Jerk Marinade,55,91,Dabjam,Pendente,Entregue
475,8/12/2025,Compras,Margherita Pizza,58,44,Quinu,Pendente,Entregue
476,4/25/2026,Compras,Organic Black Beans,34,87,Youfeed,Pago,Aguardando
477,1/16/2026,Compras,Classic Chicken Noodle Soup,50,30,Dabfeed,Pago,Em Rota
478,6/12/2025,Faturamento,Kettle Chip Variety Pack,52,30,Zoomcast,Pendente,Em Rota
479,9/29/2025,Compras,Electric Air Pump,12,8,Aibox,Atrasado,Em Rota
480,11/21/2025,Compras,Wireless Charger Stand,68,46,Oyonder,Pendente,Em Rota
481,10/14/2025,Compras,Luxury Memory Foam Mattress Topper,9,67,Kanoodle,Pendente,Entregue
482,5/24/2025,Compras,Whole Wheat Pasta,86,81,Meedoo,Atrasado,Aguardando
483,10/16/2025,Faturamento,Smart LED Light Strip,7,73,Twitternation,Pago,Entregue
484,9/11/2025,Compras,Tuscan Bean Soup,41,52,Tagcat,Pendente,Entregue
485,4/11/2026,Compras,Black Bean & Corn Salad,92,6,DabZ,Pendente,Em Rota
486,7/3/2025,Faturamento,Inspirational Wall Art,70,87,Meejo,Pendente,Em Rota
487,2/16/2026,Faturamento,Honey Butter Popcorn,37,49,Eabox,Pendente,Entregue
488,12/13/2025,Faturamento,Noise Cancelling Ear Muffs,66,34,Flashpoint,Atrasado,Entregue
489,3/24/2026,Faturamento,Camping Lantern,33,42,Youspan,Pago,Em Rota
490,11/9/2025,Compras,Slim Wallet,81,28,Realpoint,Pendente,Aguardando
491,12/17/2025,Faturamento,Fashionable Belt Bag,42,91,Yombu,Pago,Entregue
492,12/22/2025,Compras,Bicycle Repair Kit,88,52,Yabox,Pago,Aguardando
493,9/27/2025,Compras,Fitbit Activity Tracker,21,42,Eazzy,Pago,Aguardando
494,10/6/2025,Compras,Fitness Foam Roller,3,17,Oyoyo,Atrasado,Entregue
495,10/12/2025,Compras,Mechanical Pencil Set,40,42,Pixonyx,Pago,Em Rota
496,4/2/2026,Compras,Dried Apricots,89,38,Gabtype,Pendente,Em Rota
497,1/13/2026,Compras,Infrared Thermometer,32,74,Meetz,Atrasado,Aguardando
498,3/31/2026,Compras,Insulated Coffee Mug,70,85,Jetpulse,Atrasado,Entregue
499,1/2/2026,Compras,Vegetarian Pizza,20,89,Aibox,Pago,Aguardando
500,2/9/2026,Compras,Teriyaki Sauce,54,100,Rhybox,Pendente,Em Rota
501,6/10/2025,Compras,Golf Polo Shirt,87,92,Zoomcast,Atrasado,Em Rota
502,9/8/2025,Compras,Vegan Chocolate Cake Mix,55,27,Chatterpoint,Pendente,Em Rota
503,4/14/2026,Compras,Insulated Coffee Mug,12,47,Dynabox,Atrasado,Em Rota
504,7/15/2025,Faturamento,Spicy Tuna Rolls,49,75,Chatterbridge,Pendente,Em Rota
505,9/13/2025,Compras,Raspberry Vanilla Greek Yogurt,13,83,Tagcat,Pendente,Entregue
506,2/21/2026,Compras,Wireless Earbud Silicone Covers,70,57,Flipbug,Atrasado,Entregue
507,9/23/2025,Faturamento,Water-Resistant Bluetooth Speaker,76,63,Yakijo,Pago,Em Rota
508,10/30/2025,Compras,Hiking Gaiters,31,72,Brightdog,Pago,Entregue
509,7/5/2025,Faturamento,Savory Oatmeal Cups,92,95,Tagcat,Pendente,Em Rota
510,9/20/2025,Faturamento,Carrot and Celery Sticks,9,43,Vitz,Pago,Aguardando
511,12/30/2025,Compras,Wrap Jumpsuit,71,16,Gabcube,Pago,Em Rota
512,4/4/2026,Compras,Portable Massage Table,41,66,Twitterbeat,Atrasado,Aguardando
513,7/22/2025,Faturamento,Canvas High-Top Sneakers,17,72,Dynazzy,Atrasado,Aguardando
514,4/13/2026,Compras,Cordless Electric Screwdriver,94,39,Trudeo,Pendente,Entregue
515,5/8/2025,Faturamento,Lentil Vegetable Curry,33,22,Jabberbean,Pendente,Em Rota
516,7/10/2025,Faturamento,Weighted Blanket for Adults,62,57,Quinu,Pendente,Entregue
517,5/31/2025,Compras,Puffed Rice Cake,79,63,Latz,Pendente,Aguardando
518,11/30/2025,Compras,Cranberry Citrus Sauce,85,53,Topiczoom,Pago,Entregue
519,8/24/2025,Faturamento,Cable Knit Cardigan,74,33,Skinix,Pago,Entregue
520,4/28/2026,Compras,Artisan Pickles,30,19,Realcube,Pendente,Entregue
521,7/9/2025,Compras,Luxury Bath Salts,79,61,Devify,Atrasado,Em Rota
522,5/7/2025,Faturamento,Measuring Cups Set,35,42,Leexo,Pendente,Em Rota
523,5/8/2025,Compras,Greek Yogurt Parfait,93,3,Dabshots,Pago,Entregue
524,5/8/2025,Faturamento,Induction Cooktop,49,68,Zoombox,Atrasado,Entregue
525,1/21/2026,Compras,Quinoa & Black Bean Salad,1,27,Meemm,Pago,Aguardando
526,6/9/2025,Compras,Frozen Fruit Medley,26,27,Myworks,Pago,Aguardando
527,12/5/2025,Faturamento,Portable Hammock with Stand,75,5,Voolia,Pendente,Entregue
528,9/9/2025,Faturamento,Scent Diffuser,66,98,Divavu,Atrasado,Em Rota
529,5/31/2025,Compras,Nut Butter Cups,35,75,Ooba,Atrasado,Em Rota
530,9/8/2025,Faturamento,Laptop Backpack,58,19,Muxo,Atrasado,Aguardando
531,10/14/2025,Faturamento,Portable Solar Charger,64,69,Wikibox,Atrasado,Entregue
532,7/21/2025,Faturamento,Baked Falafel Balls,76,23,Jamia,Pendente,Em Rota
533,8/16/2025,Compras,Pasta Primavera Kit,27,58,Trudeo,Pago,Entregue
534,1/11/2026,Faturamento,Insulated Lunch Bag,82,30,Lazz,Pendente,Aguardando
535,12/22/2025,Compras,Weighted Jump Rope with Counter,5,94,Dynabox,Atrasado,Entregue
536,11/22/2025,Compras,Outdoor Adventure Kit,3,16,Snaptags,Pago,Em Rota
537,10/9/2025,Compras,Chipotle Seasoning Blend,34,46,Brightdog,Atrasado,Aguardando
538,4/9/2026,Faturamento,Lemon Garlic Marinade,38,10,Topicshots,Atrasado,Entregue
539,11/28/2025,Compras,Pumpkin Spice Creamer,27,90,Buzzshare,Atrasado,Aguardando
540,5/13/2025,Compras,Sriracha Chili Sauce,43,64,Livefish,Pago,Entregue
541,11/26/2025,Faturamento,Garlic Herb Cream Cheese,83,48,Flashpoint,Atrasado,Entregue
542,8/20/2025,Faturamento,Mini Air Hockey Table,56,51,Muxo,Pendente,Em Rota
543,2/26/2026,Compras,Adjustable Bar Stools,78,61,Tagopia,Pendente,Entregue
544,3/9/2026,Compras,Coconut Milk Yogurt,81,36,Edgetag,Atrasado,Entregue
545,12/10/2025,Faturamento,Chocolate Syrup,78,47,Talane,Pago,Em Rota
546,10/28/2025,Faturamento,Coffee Subscription Service,69,62,Flashset,Pago,Em Rota
547,7/19/2025,Faturamento,Peanut Butter Pretzel Nuggets,85,67,Dabtype,Pago,Aguardando
548,9/22/2025,Compras,Durable Hiking Boots,13,33,Edgetag,Pendente,Em Rota
549,8/22/2025,Compras,Air Fryer,10,9,Youbridge,Pendente,Em Rota
550,4/11/2026,Faturamento,Bicycle Lock,26,38,Myworks,Pago,Entregue
551,9/14/2025,Compras,Baking Soda,59,1,Zoombeat,Pendente,Em Rota
552,4/1/2026,Faturamento,Travel Mug with Leak-Proof Lid,28,93,Twitterworks,Pago,Em Rota
553,10/3/2025,Faturamento,Adjustable Dumbbells,51,15,Brainlounge,Pago,Entregue
554,10/13/2025,Faturamento,Apple Pie Filling,36,57,Edgepulse,Pendente,Aguardando
555,9/25/2025,Faturamento,Skincare Fridge,40,40,Buzzster,Pendente,Em Rota
556,5/22/2025,Compras,Portable Campfire,32,32,Jaxnation,Pago,Em Rota
557,9/18/2025,Faturamento,Thai Green Curry Paste,54,13,Twitternation,Pendente,Aguardando
558,9/5/2025,Faturamento,Rustic Italian Breads,94,40,Realfire,Pendente,Aguardando
559,12/28/2025,Compras,Vegetable Lentil Soup,67,5,Kamba,Pendente,Entregue
560,2/24/2026,Faturamento,Stainless Steel Travel Mug,76,84,Jetwire,Atrasado,Aguardando
561,8/31/2025,Faturamento,LED Strip Lights with Remote Control,67,34,Yata,Pago,Entregue
562,11/26/2025,Compras,Cinnamon Sugar Tortilla Chips,10,69,Divavu,Pago,Entregue
563,9/30/2025,Compras,Chocolate Almond Milk,32,54,Edgewire,Pendente,Em Rota
564,8/19/2025,Compras,Portable Bluetooth Headphones,73,49,Gigazoom,Pago,Em Rota
565,5/1/2025,Faturamento,BBQ Sauce,21,28,Ainyx,Pago,Aguardando
566,4/1/2026,Compras,Chocolate Syrup,24,7,Fivechat,Atrasado,Entregue
567,2/27/2026,Compras,Wooden Puzzle Game,37,77,Gabtune,Pendente,Aguardando
568,1/18/2026,Faturamento,Classic Cheeseburger Mix,14,98,JumpXS,Pago,Em Rota
569,11/7/2025,Compras,Peach Mango Smoothie,45,65,Flashpoint,Atrasado,Entregue
570,6/12/2025,Faturamento,Chipotle Black Bean Burger,63,37,Oba,Atrasado,Em Rota
571,3/11/2026,Faturamento,Banana Chips,59,89,Bubblebox,Pendente,Em Rota
572,11/16/2025,Faturamento,Yoga Mat,29,60,Topicware,Atrasado,Aguardando
573,2/11/2026,Faturamento,Frozen Chicken Nuggets,32,48,Photolist,Pendente,Entregue
574,7/14/2025,Compras,Tuscan Bean Soup,41,13,Bubblemix,Pago,Entregue
575,12/5/2025,Compras,Ceramic Bakeware Set,71,8,Wikizz,Pendente,Aguardando
576,6/20/2025,Faturamento,LED Under Cabinet Lighting,50,35,Buzzshare,Atrasado,Entregue
577,10/16/2025,Faturamento,Honey Roasted Almonds,58,48,Zoombeat,Pago,Aguardando
578,9/6/2025,Faturamento,Pepperoni Pizza Rolls,99,40,Rhynyx,Atrasado,Entregue
579,10/1/2025,Faturamento,Portable Air Compressor,28,23,Meevee,Atrasado,Aguardando
580,4/27/2026,Faturamento,Organic Blueberries,59,20,Skilith,Pendente,Entregue
581,7/31/2025,Compras,Handmade Leather Wallet,70,21,Pixope,Atrasado,Em Rota
582,2/1/2026,Faturamento,Butternut Squash Ravioli,5,86,Jabbersphere,Atrasado,Em Rota
583,7/18/2025,Compras,Graphic Sweatshirt,78,66,Gabtune,Pendente,Em Rota
584,6/19/2025,Compras,Compact Shoe Rack,66,60,Bubblemix,Pendente,Aguardando
585,4/20/2026,Compras,Almond Milk,15,30,Babbleset,Pago,Aguardando
586,3/18/2026,Faturamento,Mediterranean Flatbread,31,88,Thoughtbeat,Pendente,Aguardando
587,2/14/2026,Faturamento,Kids' Art Supplies Kit,75,53,Kazu,Atrasado,Entregue
588,6/7/2025,Faturamento,Sliced Strawberries,39,87,Geba,Pago,Em Rota
589,4/25/2026,Faturamento,Peanut Butter Chocolate Chip Bars,89,82,Centidel,Pago,Entregue
590,11/7/2025,Faturamento,Wireless Range Extender,66,76,Dynabox,Pago,Entregue
591,12/4/2025,Faturamento,Inflatable Paddle Board,9,99,Dabjam,Pago,Em Rota
592,2/24/2026,Faturamento,Kitchen Knife Sharpening System,36,12,Ailane,Pago,Entregue
593,5/5/2025,Faturamento,Multi-Cooker,47,99,Miboo,Atrasado,Entregue
594,3/20/2026,Faturamento,Magnetic Curtain Tiebacks,17,12,Gabcube,Pago,Aguardando
595,10/27/2025,Faturamento,Rain Jacket,70,8,Mudo,Pendente,Em Rota
596,12/23/2025,Faturamento,Stuffed Bell Peppers,38,70,Gabcube,Atrasado,Aguardando
597,4/15/2026,Faturamento,Chocolate Chip Energy Balls,54,66,Browseblab,Pago,Aguardando
598,6/13/2025,Compras,Honey Roasted Almonds,86,30,Plajo,Pendente,Em Rota
599,12/23/2025,Compras,Potting Soil,69,90,Trudeo,Atrasado,Entregue
600,8/9/2025,Faturamento,Portable SSD,55,51,Flipbug,Pendente,Em Rota
601,10/13/2025,Compras,Nutty Trail Mix,59,44,Quire,Pendente,Aguardando
